"ID","UD","LD","VALUE","OBJECTID","PROJECT_CODE","SITE_ID","OBS_NO","HORIZON_NO","SAMPLE_NO","YEAR","LATITUDE","LONGITUDE","ZONE","EASTING","NORTHING"
"542153",0,5,0.7,542,"3MC",153,1,1,2,1993,-24.85371,151.1602,56,314106,7249986
"542153",15,20,1.5,542,"3MC",153,1,3,4,1993,-24.85371,151.1602,56,314106,7249986
"542153",20,30,2.2,542,"3MC",153,1,3,5,1993,-24.85371,151.1602,56,314106,7249986
"542153",40,50,4.3,542,"3MC",153,1,4,7,1993,-24.85371,151.1602,56,314106,7249986
"542153",50,60,4.5,542,"3MC",153,1,4,8,1993,-24.85371,151.1602,56,314106,7249986
"542153",70,80,5.8,542,"3MC",153,1,4,10,1993,-24.85371,151.1602,56,314106,7249986
"542153",80,90,6.7,542,"3MC",153,1,4,11,1993,-24.85371,151.1602,56,314106,7249986
"542153",100,110,6.4,542,"3MC",153,1,5,13,1993,-24.85371,151.1602,56,314106,7249986
"542153",110,120,7.1,542,"3MC",153,1,5,14,1993,-24.85371,151.1602,56,314106,7249986
"542172",0,5,0.9,542,"3MC",172,1,1,2,1993,-24.88628,151.16645,56,314786,7246386
"542172",10,20,1,542,"3MC",172,1,2,4,1993,-24.88628,151.16645,56,314786,7246386
"542172",20,30,2,542,"3MC",172,1,2,5,1993,-24.88628,151.16645,56,314786,7246386
"542172",50,60,4.5,542,"3MC",172,1,3,8,1993,-24.88628,151.16645,56,314786,7246386
"542172",70,80,8,542,"3MC",172,1,4,10,1993,-24.88628,151.16645,56,314786,7246386
"542172",80,90,11.2,542,"3MC",172,1,4,11,1993,-24.88628,151.16645,56,314786,7246386
"542172",100,110,11.5,542,"3MC",172,1,5,13,1993,-24.88628,151.16645,56,314786,7246386
"542172",110,120,13.8,542,"3MC",172,1,5,14,1993,-24.88628,151.16645,56,314786,7246386
"542187",0,10,1.6,542,"3MC",187,1,1,2,1993,-24.90817,151.14059,56,312206,7243926
"542187",20,30,5.7,542,"3MC",187,1,3,4,1993,-24.90817,151.14059,56,312206,7243926
"542187",50,60,10,542,"3MC",187,1,5,7,1993,-24.90817,151.14059,56,312206,7243926
"542187",80,90,15.8,542,"3MC",187,1,7,9,1993,-24.90817,151.14059,56,312206,7243926
"542219",0,10,15.1,542,"3MC",219,1,1,2,1993,-25.1683,151.12178,56,310706,7215086
"542219",20,25,11.3,542,"3MC",219,1,2,4,1993,-25.1683,151.12178,56,310706,7215086
"542219",25,30,13.7,542,"3MC",219,1,3,5,1993,-25.1683,151.12178,56,310706,7215086
"542219",50,60,25.6,542,"3MC",219,1,4,8,1993,-25.1683,151.12178,56,310706,7215086
"542219",80,90,33.3,542,"3MC",219,1,5,11,1993,-25.1683,151.12178,56,310706,7215086
"542219",110,120,41.7,542,"3MC",219,1,5,14,1993,-25.1683,151.12178,56,310706,7215086
"542225",0,10,1.9,542,"3MC",225,1,1,2,1993,-24.7546,151.03413,56,301206,7260786
"542225",20,30,0.6,542,"3MC",225,1,1,4,1993,-24.7546,151.03413,56,301206,7260786
"542225",50,60,0.8,542,"3MC",225,1,3,7,1993,-24.7546,151.03413,56,301206,7260786
"542225",80,90,1,542,"3MC",225,1,4,10,1993,-24.7546,151.03413,56,301206,7260786
"542225",110,120,1,542,"3MC",225,1,6,13,1993,-24.7546,151.03413,56,301206,7260786
"542231",0,10,1,542,"3MC",231,1,1,2,1993,-24.74348,151.15392,56,313306,7262186
"542231",22,30,2.6,542,"3MC",231,1,3,4,1993,-24.74348,151.15392,56,313306,7262186
"542231",50,60,4,542,"3MC",231,1,4,7,1993,-24.74348,151.15392,56,313306,7262186
"542231",80,90,8.7,542,"3MC",231,1,6,10,1993,-24.74348,151.15392,56,313306,7262186
"542231",110,120,10.4,542,"3MC",231,1,7,13,1993,-24.74348,151.15392,56,313306,7262186
"542233",0,10,0.8,542,"3MC",233,1,1,2,1993,-24.65483,151.0683,56,304506,7271886
"542233",20,30,1.3,542,"3MC",233,1,2,4,1993,-24.65483,151.0683,56,304506,7271886
"542233",50,60,3.4,542,"3MC",233,1,3,7,1993,-24.65483,151.0683,56,304506,7271886
"542233",80,90,4.5,542,"3MC",233,1,4,10,1993,-24.65483,151.0683,56,304506,7271886
"542233",110,120,5.4,542,"3MC",233,1,5,13,1993,-24.65483,151.0683,56,304506,7271886
"5426001",0,10,3.5,542,"3MC",6001,1,1,2,1994,-24.92763,151.11554,56,309706,7241736
"5426001",20,30,6.4,542,"3MC",6001,1,2,4,1994,-24.92763,151.11554,56,309706,7241736
"5426001",50,60,9.4,542,"3MC",6001,1,3,7,1994,-24.92763,151.11554,56,309706,7241736
"5426001",80,90,10.1,542,"3MC",6001,1,3,10,1994,-24.92763,151.11554,56,309706,7241736
"5426001",110,120,10,542,"3MC",6001,1,4,13,1994,-24.92763,151.11554,56,309706,7241736
"5426002",0,10,7.3,542,"3MC",6002,1,1,2,1994,-24.93244,151.1031,56,308456,7241186
"5426002",20,30,11.6,542,"3MC",6002,1,2,4,1994,-24.93244,151.1031,56,308456,7241186
"5426002",50,60,11.9,542,"3MC",6002,1,3,7,1994,-24.93244,151.1031,56,308456,7241186
"5426002",80,90,7.6,542,"3MC",6002,1,4,10,1994,-24.93244,151.1031,56,308456,7241186
"5426002",110,120,5.9,542,"3MC",6002,1,5,13,1994,-24.93244,151.1031,56,308456,7241186
"5429007",0,10,4.9,542,"3MC",9007,1,1,2,1992,-24.95151,151.12647,56,310846,7239106
"5429007",20,30,11.6,542,"3MC",9007,1,3,4,1992,-24.95151,151.12647,56,310846,7239106
"5429007",50,60,18.8,542,"3MC",9007,1,4,7,1992,-24.95151,151.12647,56,310846,7239106
"5429007",80,90,21.3,542,"3MC",9007,1,5,10,1992,-24.95151,151.12647,56,310846,7239106
"5429007",110,120,21.8,542,"3MC",9007,1,5,13,1992,-24.95151,151.12647,56,310846,7239106
"5429008",0,10,0.8,542,"3MC",9008,1,1,2,1992,-24.95244,151.11418,56,309606,7238986
"5429008",20,30,1,542,"3MC",9008,1,1,4,1992,-24.95244,151.11418,56,309606,7238986
"5429008",50,60,1.9,542,"3MC",9008,1,2,7,1992,-24.95244,151.11418,56,309606,7238986
"5429008",80,90,3,542,"3MC",9008,1,3,10,1992,-24.95244,151.11418,56,309606,7238986
"5429008",110,120,3.6,542,"3MC",9008,1,5,13,1992,-24.95244,151.11418,56,309606,7238986
"5429009",0,10,1,542,"3MC",9009,1,1,2,1992,-24.99434,151.12958,56,311226,7234366
"5429009",20,30,2.2,542,"3MC",9009,1,3,4,1992,-24.99434,151.12958,56,311226,7234366
"5429009",50,60,6.6,542,"3MC",9009,1,4,7,1992,-24.99434,151.12958,56,311226,7234366
"5429009",80,90,11.4,542,"3MC",9009,1,6,10,1992,-24.99434,151.12958,56,311226,7234366
"5429010",20,30,1.4,542,"3MC",9010,1,3,4,1992,-24.79239,150.95739,56,293506,7256486
"5429010",50,60,3.2,542,"3MC",9010,1,4,7,1992,-24.79239,150.95739,56,293506,7256486
"5429010",80,90,6.2,542,"3MC",9010,1,4,10,1992,-24.79239,150.95739,56,293506,7256486
"5429010",110,120,10,542,"3MC",9010,1,6,13,1992,-24.79239,150.95739,56,293506,7256486
"5429011",0,10,2.1,542,"3MC",9011,1,1,2,1992,-24.87805,151.11432,56,309506,7247226
"5429011",20,30,3.8,542,"3MC",9011,1,2,4,1992,-24.87805,151.11432,56,309506,7247226
"5429011",50,60,6.4,542,"3MC",9011,1,3,7,1992,-24.87805,151.11432,56,309506,7247226
"5429011",80,90,8.8,542,"3MC",9011,1,3,10,1992,-24.87805,151.11432,56,309506,7247226
"5429011",110,120,10.2,542,"3MC",9011,1,4,13,1992,-24.87805,151.11432,56,309506,7247226
"5429012",0,10,1.3,542,"3MC",9012,1,1,2,1992,-25.0432,151.15243,56,313606,7228986
"5429012",20,30,3.2,542,"3MC",9012,1,1,4,1992,-25.0432,151.15243,56,313606,7228986
"5429012",50,60,13.9,542,"3MC",9012,1,3,7,1992,-25.0432,151.15243,56,313606,7228986
"5429012",80,90,21.1,542,"3MC",9012,1,3,10,1992,-25.0432,151.15243,56,313606,7228986
"5429012",110,120,23.8,542,"3MC",9012,1,5,13,1992,-25.0432,151.15243,56,313606,7228986
"5429013",0,10,9.4,542,"3MC",9013,1,1,2,1992,-25.00997,151.1668,56,315006,7232686
"5429013",20,30,21.7,542,"3MC",9013,1,3,4,1992,-25.00997,151.1668,56,315006,7232686
"5429013",50,60,19.6,542,"3MC",9013,1,4,7,1992,-25.00997,151.1668,56,315006,7232686
"5429013",80,90,8.8,542,"3MC",9013,1,4,10,1992,-25.00997,151.1668,56,315006,7232686
"5429013",110,120,9.7,542,"3MC",9013,1,4,13,1992,-25.00997,151.1668,56,315006,7232686
"1251",0,10,1.6,125,"ABC",1,1,1,31,1980,-25.63249,151.87694,56,387254,7164537
"1251",20,30,1.7,125,"ABC",1,1,3,33,1980,-25.63249,151.87694,56,387254,7164537
"1251",50,60,2.8,125,"ABC",1,1,4,36,1980,-25.63249,151.87694,56,387254,7164537
"1251",80,90,2.5,125,"ABC",1,1,5,39,1980,-25.63249,151.87694,56,387254,7164537
"1251",110,120,3.8,125,"ABC",1,1,6,42,1980,-25.63249,151.87694,56,387254,7164537
"1256",0,10,1.5,125,"ABC",6,1,1,31,1980,-25.61635,151.90399,56,389956,7166336
"1256",20,30,1.9,125,"ABC",6,1,2,33,1980,-25.61635,151.90399,56,389956,7166336
"1256",50,60,3.2,125,"ABC",6,1,3,36,1980,-25.61635,151.90399,56,389956,7166336
"1257",0,10,2,125,"ABC",7,1,1,31,1980,-25.59059,151.90074,56,389606,7169186
"1257",20,30,3.3,125,"ABC",7,1,3,33,1980,-25.59059,151.90074,56,389606,7169186
"1257",50,60,9.9,125,"ABC",7,1,4,36,1980,-25.59059,151.90074,56,389606,7169186
"1257",80,90,13.7,125,"ABC",7,1,5,39,1980,-25.59059,151.90074,56,389606,7169186
"12516",0,10,2.9,125,"ABC",16,1,1,31,1980,-25.45288,151.96067,56,395506,7184486
"12516",20,30,5.4,125,"ABC",16,1,3,33,1980,-25.45288,151.96067,56,395506,7184486
"12517",0,10,1,125,"ABC",17,1,1,31,1980,-25.45454,151.94027,56,393456,7184286
"12517",20,30,1.3,125,"ABC",17,1,3,33,1980,-25.45454,151.94027,56,393456,7184286
"12543",0,10,1.8,125,"ABC",43,1,1,31,1980,-25.4495,151.99352,56,398806,7184886
"12543",20,30,2.6,125,"ABC",43,1,2,33,1980,-25.4495,151.99352,56,398806,7184886
"12543",50,60,4.3,125,"ABC",43,1,3,36,1980,-25.4495,151.99352,56,398806,7184886
"12548",0,10,1.8,125,"ABC",48,1,1,31,1980,-25.37202,152.02001,56,401405,7193485
"12548",20,30,2,125,"ABC",48,1,2,33,1980,-25.37202,152.02001,56,401405,7193485
"12548",50,60,1.3,125,"ABC",48,1,3,36,1980,-25.37202,152.02001,56,401405,7193485
"12549",0,10,1.1,125,"ABC",49,1,1,31,1980,-25.38279,152.00998,56,400405,7192285
"12549",20,30,1.2,125,"ABC",49,1,3,33,1980,-25.38279,152.00998,56,400405,7192285
"12549",50,60,2.3,125,"ABC",49,1,4,36,1980,-25.38279,152.00998,56,400405,7192285
"12551",0,10,0.9,125,"ABC",51,1,1,30,1980,-25.55642,151.85925,56,385406,7172936
"12552",0,10,0.5,125,"ABC",52,1,1,30,1980,-25.57182,151.86557,56,386056,7171236
"12552",0,10,0.4,125,"ABC",52,1,1,31,1980,-25.57182,151.86557,56,386056,7171236
"12552",20,30,0.5,125,"ABC",52,1,2,33,1980,-25.57182,151.86557,56,386056,7171236
"12552",50,60,0.7,125,"ABC",52,1,3,36,1980,-25.57182,151.86557,56,386056,7171236
"12552",80,90,1.5,125,"ABC",52,1,4,39,1980,-25.57182,151.86557,56,386056,7171236
"12552",110,120,0.9,125,"ABC",52,1,4,42,1980,-25.57182,151.86557,56,386056,7171236
"12558",0,10,1.4,125,"ABC",58,1,1,30,1980,-25.3138,152.02345,56,401705,7199935
"12559",0,10,0.3,125,"ABC",59,1,1,30,1980,-25.35242,152.06041,56,405455,7195685
"12560",0,10,2.2,125,"ABC",60,1,1,30,1980,-25.51739,152.01783,56,401305,7177386
"12560",0,10,0.7,125,"ABC",60,1,1,31,1980,-25.51739,152.01783,56,401305,7177386
"12560",20,30,1.3,125,"ABC",60,1,2,33,1980,-25.51739,152.01783,56,401305,7177386
"12560",50,60,2.8,125,"ABC",60,1,3,36,1980,-25.51739,152.01783,56,401305,7177386
"12560",80,90,4.5,125,"ABC",60,1,4,39,1980,-25.51739,152.01783,56,401305,7177386
"12560",110,120,7.4,125,"ABC",60,1,5,42,1980,-25.51739,152.01783,56,401305,7177386
"12561",0,10,1.4,125,"ABC",61,1,1,30,1980,-25.51405,151.99199,56,398706,7177736
"12563",0,10,1.4,125,"ABC",63,1,1,30,1980,-25.5085,151.97313,56,396806,7178336
"12564",0,10,1.5,125,"ABC",64,1,1,30,1980,-25.51681,151.93475,56,392956,7177386
"12567",0,10,5,125,"ABC",67,1,1,30,1980,-25.4522,151.86819,56,386206,7184486
"12569",0,10,0.6,125,"ABC",69,1,1,30,1980,-25.37637,151.81274,56,380556,7192836
"12572",0,10,0.4,125,"ABC",72,1,1,30,1980,-25.35337,151.81644,56,380906,7195385
"12575",0,10,0.8,125,"ABC",75,1,1,30,1980,-25.51406,152.06115,56,405655,7177786
"12575",0,10,1.3,125,"ABC",75,1,1,31,1980,-25.51406,152.06115,56,405655,7177786
"12575",20,30,3.9,125,"ABC",75,1,2,33,1980,-25.51406,152.06115,56,405655,7177786
"12575",50,60,12.5,125,"ABC",75,1,4,36,1980,-25.51406,152.06115,56,405655,7177786
"12575",80,90,17.8,125,"ABC",75,1,5,39,1980,-25.51406,152.06115,56,405655,7177786
"12575",110,120,20.2,125,"ABC",75,1,6,42,1980,-25.51406,152.06115,56,405655,7177786
"12577",0,10,0.6,125,"ABC",77,1,1,31,1981,-25.58043,151.75897,56,375356,7170186
"12577",20,30,0.9,125,"ABC",77,1,3,33,1981,-25.58043,151.75897,56,375356,7170186
"12577",50,60,1.3,125,"ABC",77,1,4,36,1981,-25.58043,151.75897,56,375356,7170186
"12577",80,90,1.9,125,"ABC",77,1,5,39,1981,-25.58043,151.75897,56,375356,7170186
"12587",0,10,1.3,125,"ABC",87,1,1,31,1981,-25.48638,151.79525,56,378906,7180636
"12587",20,30,1.4,125,"ABC",87,1,3,33,1981,-25.48638,151.79525,56,378906,7180636
"12587",50,60,1.4,125,"ABC",87,1,4,36,1981,-25.48638,151.79525,56,378906,7180636
"12587",80,90,1.6,125,"ABC",87,1,5,39,1981,-25.48638,151.79525,56,378906,7180636
"12587",110,120,1,125,"ABC",87,1,6,42,1981,-25.48638,151.79525,56,378906,7180636
"12590",0,10,0.8,125,"ABC",90,1,1,31,1981,-25.53089,151.77291,56,376706,7175686
"12590",20,30,1.1,125,"ABC",90,1,3,33,1981,-25.53089,151.77291,56,376706,7175686
"12590",50,60,1.5,125,"ABC",90,1,4,36,1981,-25.53089,151.77291,56,376706,7175686
"12597",0,10,1.7,125,"ABC",97,1,1,31,1981,-25.48184,151.68736,56,368056,7181036
"12597",20,30,9.3,125,"ABC",97,1,2,33,1981,-25.48184,151.68736,56,368056,7181036
"12597",50,60,28.4,125,"ABC",97,1,3,36,1981,-25.48184,151.68736,56,368056,7181036
"12597",80,90,30.9,125,"ABC",97,1,4,39,1981,-25.48184,151.68736,56,368056,7181036
"12597",110,120,32.8,125,"ABC",97,1,5,42,1981,-25.48184,151.68736,56,368056,7181036
"12599",0,10,1,125,"ABC",99,1,1,31,1981,-25.53242,151.74005,56,373406,7175486
"12599",20,30,1.3,125,"ABC",99,1,3,33,1981,-25.53242,151.74005,56,373406,7175486
"12599",50,60,3,125,"ABC",99,1,4,36,1981,-25.53242,151.74005,56,373406,7175486
"12599",80,90,4.2,125,"ABC",99,1,4,39,1981,-25.53242,151.74005,56,373406,7175486
"125111",0,10,0.5,125,"ABC",111,1,1,31,1981,-25.47557,151.64317,56,363606,7181686
"125111",20,30,6.7,125,"ABC",111,1,3,33,1981,-25.47557,151.64317,56,363606,7181686
"125111",50,60,15.5,125,"ABC",111,1,4,36,1981,-25.47557,151.64317,56,363606,7181686
"125116",0,10,0.3,125,"ABC",116,1,1,31,1981,-25.5159,151.56411,56,355706,7177136
"125116",20,30,0.4,125,"ABC",116,1,2,33,1981,-25.5159,151.56411,56,355706,7177136
"125116",50,60,1.1,125,"ABC",116,1,3,36,1981,-25.5159,151.56411,56,355706,7177136
"125117",0,10,0.5,125,"ABC",117,1,1,31,1981,-25.50315,151.55332,56,354606,7178536
"125117",20,30,0.6,125,"ABC",117,1,2,33,1981,-25.50315,151.55332,56,354606,7178536
"125117",50,60,0.8,125,"ABC",117,1,3,36,1981,-25.50315,151.55332,56,354606,7178536
"125117",80,90,0.7,125,"ABC",117,1,4,39,1981,-25.50315,151.55332,56,354606,7178536
"125117",110,120,0.8,125,"ABC",117,1,5,42,1981,-25.50315,151.55332,56,354606,7178536
"125142",0,10,6.4,125,"ABC",142,1,1,31,1981,-25.64748,151.68257,56,367756,7162686
"125142",20,30,24.6,125,"ABC",142,1,3,33,1981,-25.64748,151.68257,56,367756,7162686
"125149",0,10,1.1,125,"ABC",149,1,1,31,1981,-25.71243,151.5807,56,357606,7155386
"125149",20,30,6.4,125,"ABC",149,1,2,33,1981,-25.71243,151.5807,56,357606,7155386
"125149",50,60,23.1,125,"ABC",149,1,3,36,1981,-25.71243,151.5807,56,357606,7155386
"125149",80,90,30.9,125,"ABC",149,1,4,39,1981,-25.71243,151.5807,56,357606,7155386
"125149",110,120,33.3,125,"ABC",149,1,5,42,1981,-25.71243,151.5807,56,357606,7155386
"125153",0,10,0.7,125,"ABC",153,1,1,31,1981,-25.87676,151.67754,56,367506,7137286
"125153",20,30,2.3,125,"ABC",153,1,2,33,1981,-25.87676,151.67754,56,367506,7137286
"125153",50,60,7.2,125,"ABC",153,1,3,36,1981,-25.87676,151.67754,56,367506,7137286
"125153",80,90,12.1,125,"ABC",153,1,5,39,1981,-25.87676,151.67754,56,367506,7137286
"125153",110,120,21.8,125,"ABC",153,1,6,42,1981,-25.87676,151.67754,56,367506,7137286
"125157",0,10,0.5,125,"ABC",157,1,1,31,1981,-25.78975,151.59324,56,358956,7146836
"125157",20,30,0.7,125,"ABC",157,1,3,33,1981,-25.78975,151.59324,56,358956,7146836
"125157",50,60,0.6,125,"ABC",157,1,5,36,1981,-25.78975,151.59324,56,358956,7146836
"125157",80,90,0.6,125,"ABC",157,1,5,39,1981,-25.78975,151.59324,56,358956,7146836
"125158",0,10,1,125,"ABC",158,1,1,31,1981,-25.56843,151.53562,56,352906,7171286
"125158",20,30,1.6,125,"ABC",158,1,2,33,1981,-25.56843,151.53562,56,352906,7171286
"125158",50,60,3.6,125,"ABC",158,1,3,36,1981,-25.56843,151.53562,56,352906,7171286
"125158",80,90,5.7,125,"ABC",158,1,4,39,1981,-25.56843,151.53562,56,352906,7171286
"125158",110,120,6.4,125,"ABC",158,1,5,42,1981,-25.56843,151.53562,56,352906,7171286
"125162",0,10,0.6,125,"ABC",162,1,1,31,1981,-25.52726,151.48189,56,347456,7175786
"125162",20,30,1.8,125,"ABC",162,1,3,33,1981,-25.52726,151.48189,56,347456,7175786
"125162",50,60,3.1,125,"ABC",162,1,4,36,1981,-25.52726,151.48189,56,347456,7175786
"125162",80,90,4.6,125,"ABC",162,1,4,39,1981,-25.52726,151.48189,56,347456,7175786
"125162",110,120,5.4,125,"ABC",162,1,4,42,1981,-25.52726,151.48189,56,347456,7175786
"125181",0,10,0.2,125,"ABC",181,1,1,31,1981,-25.45124,151.38091,56,337206,7184086
"125181",20,30,0.2,125,"ABC",181,1,2,33,1981,-25.45124,151.38091,56,337206,7184086
"125181",50,60,0.2,125,"ABC",181,1,3,36,1981,-25.45124,151.38091,56,337206,7184086
"125181",80,90,4.4,125,"ABC",181,1,4,39,1981,-25.45124,151.38091,56,337206,7184086
"125181",110,120,10,125,"ABC",181,1,5,42,1981,-25.45124,151.38091,56,337206,7184086
"125189",20,30,0.3,125,"ABC",189,1,3,33,1981,-25.45368,151.43955,56,343106,7183886
"125189",50,60,0.3,125,"ABC",189,1,4,36,1981,-25.45368,151.43955,56,343106,7183886
"125196",0,10,0.1,125,"ABC",196,1,1,31,1981,-25.43045,151.37821,56,336906,7186386
"125196",20,30,0.4,125,"ABC",196,1,3,33,1981,-25.43045,151.37821,56,336906,7186386
"125196",50,60,1.3,125,"ABC",196,1,4,36,1981,-25.43045,151.37821,56,336906,7186386
"125196",80,90,0.3,125,"ABC",196,1,4,39,1981,-25.43045,151.37821,56,336906,7186386
"125196",110,120,0.3,125,"ABC",196,1,4,42,1981,-25.43045,151.37821,56,336906,7186386
"125204",0,10,0.2,125,"ABC",204,1,1,31,1981,-25.52077,151.46555,56,345806,7176486
"125204",20,30,0.6,125,"ABC",204,1,2,33,1981,-25.52077,151.46555,56,345806,7176486
"125211",0,10,0.3,125,"ABC",211,1,1,31,1981,-25.58861,151.23671,56,322906,7168686
"125211",20,30,2.7,125,"ABC",211,1,3,33,1981,-25.58861,151.23671,56,322906,7168686
"125220",0,10,0.4,125,"ABC",220,1,1,31,1981,-25.51463,151.31739,56,330906,7176986
"125220",20,30,0.6,125,"ABC",220,1,3,33,1981,-25.51463,151.31739,56,330906,7176986
"125220",40,50,0.7,125,"ABC",220,1,4,35,1981,-25.51463,151.31739,56,330906,7176986
"125230",0,10,0.8,125,"ABC",230,1,1,31,1981,-25.45327,151.40077,56,339206,7183886
"125230",20,30,1.5,125,"ABC",230,1,1,33,1981,-25.45327,151.40077,56,339206,7183886
"125230",50,60,1.3,125,"ABC",230,1,2,36,1981,-25.45327,151.40077,56,339206,7183886
"125230",80,90,1.5,125,"ABC",230,1,3,39,1981,-25.45327,151.40077,56,339206,7183886
"125230",110,120,1,125,"ABC",230,1,3,42,1981,-25.45327,151.40077,56,339206,7183886
"125235",0,10,0.2,125,"ABC",235,1,1,31,1981,-25.57099,151.35144,56,334406,7170786
"125235",20,30,3.3,125,"ABC",235,1,3,33,1981,-25.57099,151.35144,56,334406,7170786
"125235",50,60,7.9,125,"ABC",235,1,4,36,1981,-25.57099,151.35144,56,334406,7170786
"125235",80,90,12.8,125,"ABC",235,1,5,39,1981,-25.57099,151.35144,56,334406,7170786
"125235",110,120,15.3,125,"ABC",235,1,6,42,1981,-25.57099,151.35144,56,334406,7170786
"125244",0,10,0.4,125,"ABC",244,1,1,31,1981,-25.64722,151.47091,56,346506,7162486
"125244",20,30,0.7,125,"ABC",244,1,3,33,1981,-25.64722,151.47091,56,346506,7162486
"125244",50,60,4.3,125,"ABC",244,1,4,36,1981,-25.64722,151.47091,56,346506,7162486
"125255",0,10,0.4,125,"ABC",255,1,1,31,1981,-25.77273,151.47229,56,346806,7148586
"125255",20,30,1.3,125,"ABC",255,1,3,33,1981,-25.77273,151.47229,56,346806,7148586
"125255",50,60,3.6,125,"ABC",255,1,4,36,1981,-25.77273,151.47229,56,346806,7148586
"125255",80,90,4.7,125,"ABC",255,1,5,39,1981,-25.77273,151.47229,56,346806,7148586
"125271",0,10,0.4,125,"ABC",271,1,1,31,1981,-25.81309,151.36506,56,336106,7143986
"125271",20,30,0.5,125,"ABC",271,1,3,33,1981,-25.81309,151.36506,56,336106,7143986
"125271",50,60,0.7,125,"ABC",271,1,3,36,1981,-25.81309,151.36506,56,336106,7143986
"125271",80,90,0.7,125,"ABC",271,1,4,39,1981,-25.81309,151.36506,56,336106,7143986
"125271",110,120,1,125,"ABC",271,1,4,42,1981,-25.81309,151.36506,56,336106,7143986
"125273",0,10,0.6,125,"ABC",273,1,1,31,1981,-25.63388,151.32468,56,331806,7163786
"125273",20,30,0.8,125,"ABC",273,1,3,33,1981,-25.63388,151.32468,56,331806,7163786
"125273",50,60,1.4,125,"ABC",273,1,4,36,1981,-25.63388,151.32468,56,331806,7163786
"125273",80,90,1.1,125,"ABC",273,1,6,39,1981,-25.63388,151.32468,56,331806,7163786
"125285",0,10,1.6,125,"ABC",285,1,1,31,1981,-25.65002,151.2388,56,323206,7161886
"125285",20,30,5.8,125,"ABC",285,1,3,33,1981,-25.65002,151.2388,56,323206,7161886
"125285",50,60,11.2,125,"ABC",285,1,4,36,1981,-25.65002,151.2388,56,323206,7161886
"125285",80,90,11.9,125,"ABC",285,1,5,39,1981,-25.65002,151.2388,56,323206,7161886
"125285",110,120,12.2,125,"ABC",285,1,6,42,1981,-25.65002,151.2388,56,323206,7161886
"125293",0,10,2.2,125,"ABC",293,1,1,31,1981,-25.73201,151.30138,56,329606,7152886
"125293",20,30,2.9,125,"ABC",293,1,2,33,1981,-25.73201,151.30138,56,329606,7152886
"125293",50,60,5.9,125,"ABC",293,1,3,36,1981,-25.73201,151.30138,56,329606,7152886
"125293",80,90,14.1,125,"ABC",293,1,3,39,1981,-25.73201,151.30138,56,329606,7152886
"125293",110,120,19.9,125,"ABC",293,1,4,42,1981,-25.73201,151.30138,56,329606,7152886
"125305",0,10,0.8,125,"ABC",305,1,1,31,1982,-25.88576,151.40597,56,340306,7135986
"125305",20,30,8.4,125,"ABC",305,1,2,33,1982,-25.88576,151.40597,56,340306,7135986
"125305",50,60,14.2,125,"ABC",305,1,3,36,1982,-25.88576,151.40597,56,340306,7135986
"125305",80,90,17.9,125,"ABC",305,1,4,39,1982,-25.88576,151.40597,56,340306,7135986
"125305",110,120,19.6,125,"ABC",305,1,5,42,1982,-25.88576,151.40597,56,340306,7135986
"125311",0,10,0.5,125,"ABC",311,1,1,31,1982,-25.7868,151.27767,56,327306,7146786
"125311",20,30,1.5,125,"ABC",311,1,3,33,1982,-25.7868,151.27767,56,327306,7146786
"125311",50,60,2.5,125,"ABC",311,1,4,36,1982,-25.7868,151.27767,56,327306,7146786
"125318",0,10,0.5,125,"ABC",318,1,1,31,1982,-25.84944,151.30769,56,330406,7139886
"125318",20,30,0.6,125,"ABC",318,1,3,33,1982,-25.84944,151.30769,56,330406,7139886
"125318",50,60,1.3,125,"ABC",318,1,4,36,1982,-25.84944,151.30769,56,330406,7139886
"125318",80,90,2,125,"ABC",318,1,5,39,1982,-25.84944,151.30769,56,330406,7139886
"125318",110,120,2.6,125,"ABC",318,1,6,42,1982,-25.84944,151.30769,56,330406,7139886
"125325",0,10,2.5,125,"ABC",325,1,1,31,1982,-25.81307,151.13866,56,313406,7143686
"125326",0,10,0.5,125,"ABC",326,1,1,31,1982,-25.69396,151.21424,56,320806,7156986
"125326",20,30,0.7,125,"ABC",326,1,3,33,1982,-25.69396,151.21424,56,320806,7156986
"125326",50,60,0.9,125,"ABC",326,1,4,36,1982,-25.69396,151.21424,56,320806,7156986
"125326",80,90,2,125,"ABC",326,1,5,39,1982,-25.69396,151.21424,56,320806,7156986
"125326",110,120,3.5,125,"ABC",326,1,6,42,1982,-25.69396,151.21424,56,320806,7156986
"125327",0,10,0.5,125,"ABC",327,1,1,31,1982,-25.69819,151.19126,56,318506,7156486
"125327",20,30,8.4,125,"ABC",327,1,3,33,1982,-25.69819,151.19126,56,318506,7156486
"125327",50,60,18.7,125,"ABC",327,1,4,36,1982,-25.69819,151.19126,56,318506,7156486
"125327",80,90,25.7,125,"ABC",327,1,5,39,1982,-25.69819,151.19126,56,318506,7156486
"125327",110,120,29.8,125,"ABC",327,1,5,42,1982,-25.69819,151.19126,56,318506,7156486
"125335",0,10,0.6,125,"ABC",335,1,1,31,1982,-25.53502,151.06835,56,305906,7174386
"125335",20,30,0.8,125,"ABC",335,1,3,33,1982,-25.53502,151.06835,56,305906,7174386
"125335",50,60,0.8,125,"ABC",335,1,4,36,1982,-25.53502,151.06835,56,305906,7174386
